,CELL_ID
3881,0609.746
3882,0609.747
3883,0609.748
3884,0609.750
3885,0609.751
3886,0609.758
3887,0609.759
3888,0609.760
3889,0609.761
3890,0609.762
3891,0609.763
3892,0609.767
3893,0609.769
3894,0609.770
3895,0609.771
3896,0609.786
3897,0609.79
3898,0609.790
3899,0609.792
3900,0609.796
3901,0609.797
3902,0609.8
3903,0609.804
3904,0609.807
3905,0609.808
3906,0609.809
3907,0609.810
3908,0609.811
3909,0609.813
3910,0609.814
3911,0609.816
3912,0609.818
3913,0609.819
3914,0609.830
3915,0609.841
3916,0609.842
3917,0609.843
3918,0609.860
3919,0609.862
3920,0609.872
3921,0609.875
3922,0609.876
3923,0609.879
3924,0609.885
3925,0609.886
3926,0609.9
3927,0609.905
3928,0609.907
3929,0609.909
3930,0609.910
3931,0609.920
3932,0609.921
3933,0609.922
3934,0609.925
3935,0609.928
3936,0609.929
3937,0609.930
3938,0609.931
3939,0609.932
3940,0609.934
3941,0609.935
3942,0609.945
3943,0609.946
3944,0609.947
3945,0609.948
3946,0609.949
3947,0609.950
3948,0609.951
3949,0609.955
3950,0609.956
3951,0609.957
3952,0609.958
3953,0609.959
3954,0609.962
3955,0609.963
3956,0609.964
3957,0609.965
3958,0609.980
3959,0609.981
3960,0609.984
3961,0609.986
3962,0609.988
3963,0609.989
3964,0609.992
3965,0609.994
3966,0609.995
3967,0610.1
3968,0610.100
3969,0610.1000
3970,0610.1003
3971,0610.10040
3972,0610.10078
3973,0610.10087
3974,0610.10088
3975,0610.10135
3976,0610.10148
3977,0610.10178
3978,0610.10188
3979,0610.10195
3980,0610.1022
3981,0610.10227
3982,0610.10269
3983,0610.1032
3984,0610.10331
3985,0610.1034
3986,0610.10344
3987,0610.10353
3988,0610.10381
3989,0610.104
3990,0610.10406
3991,0610.10410
3992,0610.10419
3993,0610.1044
3994,0610.105
3995,0610.1051
3996,0610.1052
3997,0610.1053
3998,0610.10530
3999,0610.1054
4000,0610.10547
4001,0610.106
4002,0610.10612
4003,0610.10628
4004,0610.1063
4005,0610.10638
4006,0610.1066
4007,0610.10663
4008,0610.1069
4009,0610.1070
4010,0610.10727
4011,0610.10765
4012,0610.1077
4013,0610.1081
4014,0610.1082
4015,0610.10847
4016,0610.1085
4017,0610.10863
4018,0610.10883
4019,0610.111
4020,0610.1150
4021,0610.1155
4022,0610.1168
4023,0610.117
4024,0610.1170
4025,0610.1180
4026,0610.1181
4027,0610.1191
4028,0610.1193
4029,0610.1195
4030,0610.1196
4031,0610.1197
4032,0610.1200
4033,0610.1201
4034,0610.1214
4035,0610.1215
4036,0610.1218
4037,0610.1219
4038,0610.1226
4039,0610.1227
4040,0610.1228
4041,0610.1229
4042,0610.1230
4043,0610.1234
4044,0610.1235
4045,0610.1237
4046,0610.1238
4047,0610.1259
4048,0610.126
4049,0610.1267
4050,0610.127
4051,0610.1273
4052,0610.128
4053,0610.1286
4054,0610.129
4055,0610.1292
4056,0610.1293
4057,0610.1294
4058,0610.1295
4059,0610.1296
4060,0610.1297
4061,0610.130
4062,0610.1302
4063,0610.1308
4064,0610.131
4065,0610.1312
4066,0610.135
4067,0610.1355
4068,0610.1356
4069,0610.1357
4070,0610.1358
4071,0610.1365
4072,0610.1366
4073,0610.1367
4074,0610.1368
4075,0610.1369
4076,0610.1370
4077,0610.1391
4078,0610.1398
4079,0610.14
4080,0610.1406
4081,0610.1412
4082,0610.1414
4083,0610.1415
4084,0610.1418
4085,0610.1419
4086,0610.1420
4087,0610.1421
4088,0610.1430
4089,0610.1431
4090,0610.1432
4091,0610.1438
4092,0610.1439
4093,0610.1441
4094,0610.1442
4095,0610.1443
4096,0610.1444
4097,0610.1447
4098,0610.1448
4099,0610.1449
4100,0610.146
4101,0610.1462
4102,0610.1481
4103,0610.1496
4104,0610.1497
4105,0610.1500
4106,0610.1503
4107,0610.1504
4108,0610.1528
4109,0610.1529
4110,0610.1543
4111,0610.1546
4112,0610.1547
4113,0610.1548
4114,0610.1549
4115,0610.155
4116,0610.1572
4117,0610.1574
4118,0610.1581
4119,0610.1584
4120,0610.1585
4121,0610.16
4122,0610.1609
4123,0610.1614
4124,0610.1615
4125,0610.1616
4126,0610.1617
4127,0610.1618
4128,0610.162
4129,0610.1620
4130,0610.1623
4131,0610.1624
4132,0610.1625
4133,0610.1626
4134,0610.1628
4135,0610.1636
4136,0610.1638
4137,0610.165
4138,0610.1657
4139,0610.1658
4140,0610.1659
4141,0610.1660
4142,0610.1661
4143,0610.167
4144,0610.1678
4145,0610.1679
4146,0610.168
4147,0610.1694
4148,0610.1695
4149,0610.1696
4150,0610.1698
4151,0610.1699
4152,0610.17
4153,0610.1700
4154,0610.1702
4155,0610.1703
4156,0610.1704
4157,0610.1706
4158,0610.1712
4159,0610.1715
4160,0610.172
4161,0610.1733
4162,0610.1736
4163,0610.1737
4164,0610.1741
4165,0610.1742
4166,0610.1743
4167,0610.1745
4168,0610.1771
4169,0610.1772
4170,0610.1773
4171,0610.1774
4172,0610.1780
4173,0610.1782
4174,0610.1783
4175,0610.1786
4176,0610.179
4177,0610.18
4178,0610.180
4179,0610.1802
4180,0610.1805
4181,0610.1807
4182,0610.1808
4183,0610.1809
4184,0610.181
4185,0610.1810
4186,0610.1811
4187,0610.1812
4188,0610.182
4189,0610.1824
4190,0610.1826
4191,0610.1827
4192,0610.183
4193,0610.1832
4194,0610.1840
4195,0610.1841
4196,0610.1842
4197,0610.1843
4198,0610.1844
4199,0610.1845
4200,0610.1846
4201,0610.1850
4202,0610.1857
4203,0610.1858
4204,0610.1859
4205,0610.186
4206,0610.1860
4207,0610.1861
4208,0610.1862
4209,0610.189
4210,0610.1899
4211,0610.19
4212,0610.190
4213,0610.1902
4214,0610.1905
4215,0610.1925
4216,0610.1926
4217,0610.1927
4218,0610.1930
4219,0610.2
4220,0610.2034
4221,0610.2035
4222,0610.2036
4223,0610.2037
4224,0610.2038
4225,0610.2039
4226,0610.2041
4227,0610.2043
4228,0610.2047
4229,0610.2049
4230,0610.206
4231,0610.2062
4232,0610.2063
4233,0610.2064
4234,0610.2067
4235,0610.207
4236,0610.2079
4237,0610.2080
4238,0610.2081
4239,0610.2097
4240,0610.2102
4241,0610.2103
4242,0610.2105
4243,0610.214
4244,0610.2146
4245,0610.2147
4246,0610.2150
4247,0610.2152
4248,0610.2157
4249,0610.2158
4250,0610.2159
4251,0610.216
4252,0610.2160
4253,0610.2173
4254,0610.2176
4255,0610.2182
4256,0610.2183
4257,0610.2187
4258,0610.2188
4259,0610.2195
4260,0610.2196
4261,0610.2197
4262,0610.2203
4263,0610.2213
4264,0610.2214
4265,0610.2216
4266,0610.2221
4267,0610.2224
4268,0610.2225
4269,0610.2226
4270,0610.2232
4271,0610.2233
4272,0610.2234
4273,0610.2252
4274,0610.2253
4275,0610.2255
4276,0610.2261
4277,0610.2262
4278,0610.2271
4279,0610.2272
4280,0610.2273
4281,0610.2280
4282,0610.2281
4283,0610.2283
4284,0610.2284
4285,0610.2286
4286,0610.2287
4287,0610.2288
4288,0610.2298
4289,0610.2301
4290,0610.2310
4291,0610.2327
4292,0610.2328
4293,0610.2329
4294,0610.2330
4295,0610.2332
4296,0610.2333
4297,0610.2343
4298,0610.2346
4299,0610.2349
4300,0610.2353
4301,0610.2362
4302,0610.2365
4303,0610.2366
4304,0610.2367
4305,0610.2368
4306,0610.2374
4307,0610.2376
4308,0610.2378
4309,0610.2400
4310,0610.2403
4311,0610.2418
4312,0610.2419
4313,0610.2421
4314,0610.2424
4315,0610.2425
4316,0610.2430
4317,0610.2443
4318,0610.2444
4319,0610.2445
4320,0610.2446
4321,0610.2448
4322,0610.2450
4323,0610.2451
4324,0610.2452
4325,0610.2453
4326,0610.2454
4327,0610.2456
4328,0610.2457
4329,0610.2458
4330,0610.246
4331,0610.2469
4332,0610.2475
4333,0610.2480
4334,0610.2486
4335,0610.2487
4336,0610.2488
4337,0610.2489
4338,0610.2492
4339,0610.2504
4340,0610.2505
4341,0610.2516
4342,0610.2517
4343,0610.2519
4344,0610.2520
4345,0610.253
4346,0610.2532
4347,0610.2536
4348,0610.2537
4349,0610.2538
4350,0610.254
4351,0610.2544
4352,0610.2547
4353,0610.2548
4354,0610.2549
4355,0610.2561
4356,0610.2566
4357,0610.2582
4358,0610.2583
4359,0610.259
4360,0610.260
4361,0610.2603
4362,0610.2611
4363,0610.2615
4364,0610.2616
4365,0610.2623
4366,0610.2625
4367,0610.2626
4368,0610.2631
4369,0610.2633
4370,0610.2654
4371,0610.2655
4372,0610.2656
4373,0610.2657
4374,0610.2658
4375,0610.2659
4376,0610.2660
4377,0610.2661
4378,0610.2664
4379,0610.2667
4380,0610.2672
4381,0610.2695
4382,0610.2697
4383,0610.2698
4384,0610.27
4385,0610.2708
4386,0610.2715
4387,0610.2716
4388,0610.2717
4389,0610.2718
4390,0610.2725
4391,0610.2730
4392,0610.2731
4393,0610.2732
4394,0610.2733
4395,0610.2734
4396,0610.2735
4397,0610.2736
4398,0610.2746
4399,0610.2748
4400,0610.2749
4401,0610.2750
4402,0610.2751
4403,0610.2752
4404,0610.2753
4405,0610.2754
4406,0610.2755
4407,0610.2756
4408,0610.2757
4409,0610.2774
4410,0610.2780
4411,0610.2782
4412,0610.2784
4413,0610.2787
4414,0610.2798
4415,0610.2799
4416,0610.2800
4417,0610.2802
4418,0610.2804
4419,0610.2812
4420,0610.2816
4421,0610.2819
4422,0610.2829
4423,0610.2836
4424,0610.2837
4425,0610.2838
4426,0610.2840
4427,0610.2842
4428,0610.2853
4429,0610.2855
4430,0610.2870
4431,0610.2871
4432,0610.2877
4433,0610.2879
4434,0610.2890
4435,0610.2892
4436,0610.2893
4437,0610.2894
4438,0610.2899
4439,0610.2900
4440,0610.2901
4441,0610.2902
4442,0610.2903
4443,0610.2904
4444,0610.2905
4445,0610.2906
4446,0610.2910
4447,0610.2936
4448,0610.2938
4449,0610.2939
4450,0610.2942
4451,0610.2943
4452,0610.2944
4453,0610.2957
4454,0610.2961
4455,0610.2962
4456,0610.2974
4457,0610.2979
4458,0610.2982
4459,0610.299
4460,0610.2993
4461,0610.2994
4462,0610.2995
4463,0610.2997
4464,0610.3000
4465,0610.3026
4466,0610.303
4467,0610.3030
4468,0610.305
4469,0610.3052
4470,0610.3059
4471,0610.306
4472,0610.3068
4473,0610.307
4474,0610.3072
4475,0610.3073
4476,0610.3091
4477,0610.3093
4478,0610.31
4479,0610.3100
4480,0610.3101
4481,0610.3103
4482,0610.3104
4483,0610.3107
4484,0610.3117
4485,0610.3119
4486,0610.3123
4487,0610.3124
4488,0610.3133
4489,0610.3134
4490,0610.3135
4491,0610.3138
4492,0610.3143
4493,0610.3144
4494,0610.3145
4495,0610.3146
4496,0610.3147
4497,0610.3148
4498,0610.3149
4499,0610.315
4500,0610.318
4501,0610.3184
4502,0610.3186
4503,0610.3187
4504,0610.3192
4505,0610.3200
4506,0610.3213
4507,0610.3214
4508,0610.3215
4509,0610.3217
4510,0610.3218
4511,0610.3224
4512,0610.3225
4513,0610.3226
4514,0610.3237
4515,0610.3239
4516,0610.3240
4517,0610.3271
4518,0610.3274
4519,0610.3275
4520,0610.3276
4521,0610.3277
4522,0610.3279
4523,0610.3280
4524,0610.3295
4525,0610.3296
4526,0610.3297
4527,0610.3298
4528,0610.3299
4529,0610.330
4530,0610.3300
4531,0610.3302
4532,0610.3303
4533,0610.3304
4534,0610.3306
4535,0610.3307
4536,0610.3308
4537,0610.331
4538,0610.3329
4539,0610.333
4540,0610.3330
4541,0610.3333
4542,0610.334
4543,0610.3342
4544,0610.3345
4545,0610.3348
4546,0610.3349
4547,0610.3352
4548,0610.3353
4549,0610.3362
4550,0610.3363
4551,0610.3364
4552,0610.3365
4553,0610.3384
4554,0610.3387
4555,0610.3390
4556,0610.3391
4557,0610.3393
4558,0610.3397
4559,0610.3423
4560,0610.3425
4561,0610.3426
4562,0610.3427
4563,0610.3428
4564,0610.3430
4565,0610.3436
4566,0610.3440
4567,0610.3441
4568,0610.3442
4569,0610.3443
4570,0610.3446
4571,0610.3447
4572,0610.345
4573,0610.3459
4574,0610.346
4575,0610.3460
4576,0610.3463
4577,0610.3467
4578,0610.347
4579,0610.3474
4580,0610.3475
4581,0610.3480
4582,0610.3481
4583,0610.3483
4584,0610.3484
4585,0610.3485
4586,0610.3495
4587,0610.3497
4588,0610.3498
4589,0610.3508
4590,0610.3509
4591,0610.3515
4592,0610.3517
4593,0610.3524
4594,0610.3526
4595,0610.3534
4596,0610.3535
4597,0610.3536
4598,0610.3537
4599,0610.3557
4600,0610.3565
4601,0610.3568
4602,0610.3569
4603,0610.3571
4604,0610.3572
4605,0610.3573
4606,0610.3574
4607,0610.3583
4608,0610.3585
4609,0610.3587
4610,0610.3588
4611,0610.3589
4612,0610.3598
4613,0610.3599
4614,0610.360
4615,0610.3611
4616,0610.3612
4617,0610.3613
4618,0610.3614
4619,0610.3615
4620,0610.3616
4621,0610.3617
4622,0610.3618
4623,0610.3620
4624,0610.3621
4625,0610.3622
4626,0610.3623
4627,0610.3624
4628,0610.3646
4629,0610.3647
4630,0610.365
4631,0610.3656
4632,0610.3657
4633,0610.3659
4634,0610.366
4635,0610.3662
4636,0610.3663
4637,0610.367
4638,0610.3673
4639,0610.3677
4640,0610.3679
4641,0610.3681
4642,0610.3682
4643,0610.3683
4644,0610.3687
4645,0610.370
4646,0610.3708
4647,0610.3709
4648,0610.3710
4649,0610.3711
4650,0610.3712
4651,0610.3714
4652,0610.3715
4653,0610.3716
4654,0610.3717
4655,0610.3719
4656,0610.3730
4657,0610.3732
4658,0610.3733
4659,0610.3735
4660,0610.3742
4661,0610.3743
4662,0610.375
4663,0610.3756
4664,0610.3758
4665,0610.3759
4666,0610.3760
4667,0610.3774
4668,0610.3775
4669,0610.3777
4670,0610.3778
4671,0610.3780
4672,0610.3782
4673,0610.3783
4674,0610.3784
4675,0610.3786
4676,0610.3797
4677,0610.3798
4678,0610.3803
4679,0610.3836
4680,0610.3837
4681,0610.3838
4682,0610.3841
4683,0610.3844
4684,0610.3845
4685,0610.3846
4686,0610.3853
4687,0610.3854
4688,0610.3855
4689,0610.3858
4690,0610.3859
4691,0610.3871
4692,0610.3874
4693,0610.3875
4694,0610.3876
4695,0610.3877
4696,0610.3878
4697,0610.3882
4698,0610.3883
4699,0610.3884
4700,0610.3905
4701,0610.3907
4702,0610.3908
4703,0610.3919
4704,0610.3920
4705,0610.3921
4706,0610.3922
4707,0610.3923
4708,0610.3924
4709,0610.3927
4710,0610.3935
4711,0610.3947
4712,0610.3965
4713,0610.3969
4714,0610.3973
4715,0610.3974
4716,0610.3976
4717,0610.3986
4718,0610.3993
4719,0610.3994
4720,0610.3996
4721,0610.3997
4722,0610.3998
4723,0610.3999
4724,0610.4
4725,0610.4000
4726,0610.4001
4727,0610.4025
4728,0610.4027
4729,0610.4037
4730,0610.4090
4731,0610.4091
4732,0610.4092
4733,0610.4093
4734,0610.4103
4735,0610.4109
4736,0610.4115
4737,0610.4124
4738,0610.4125
4739,0610.4126
4740,0610.4128
4741,0610.4143
4742,0610.415
4743,0610.4152
4744,0610.4166
4745,0610.4173
4746,0610.418
4747,0610.4202
4748,0610.4203
4749,0610.4218
4750,0610.4223
4751,0610.4228
4752,0610.4229
4753,0610.4231
4754,0610.4238
4755,0610.4244
4756,0610.4245
4757,0610.4248
4758,0610.4249
4759,0610.4254
4760,0610.4257
4761,0610.4267
4762,0610.4281
4763,0610.4282
4764,0610.4285
4765,0610.4286
4766,0610.4287
4767,0610.4301
4768,0610.4303
4769,0610.4305
4770,0610.4308
4771,0610.4309
4772,0610.4315
4773,0610.4316
4774,0610.4318
4775,0610.4346
4776,0610.4347
4777,0610.4356
4778,0610.4357
4779,0610.4358
4780,0610.4360
4781,0610.4361
4782,0610.4365
4783,0610.4368
4784,0610.437
4785,0610.4382
4786,0610.4386
4787,0610.439
4788,0610.4392
4789,0610.4397
4790,0610.4398
4791,0610.4412
4792,0610.4413
4793,0610.442
4794,0610.4424
4795,0610.4426
4796,0610.4436
4797,0610.4437
4798,0610.4438
4799,0610.4441
4800,0610.4453
4801,0610.4455
4802,0610.4457
4803,0610.4464
4804,0610.4467
4805,0610.4468
4806,0610.4469
4807,0610.4470
4808,0610.4471
4809,0610.4473
4810,0610.4474
4811,0610.4477
4812,0610.4478
4813,0610.4479
4814,0610.4480
4815,0610.4503
4816,0610.4506
4817,0610.4507
4818,0610.4514
4819,0610.4516
4820,0610.4518
4821,0610.4534
4822,0610.4535
4823,0610.4536
4824,0610.4537
4825,0610.4538
4826,0610.4539
4827,0610.4541
4828,0610.4542
4829,0610.4543
4830,0610.4558
4831,0610.4566
4832,0610.4567
4833,0610.4570
4834,0610.4571
4835,0610.4574
4836,0610.4578
4837,0610.458
4838,0610.4583
4839,0610.4594
4840,0610.46
4841,0610.4602
4842,0610.4611
4843,0610.4614
4844,0610.4616
4845,0610.4617
4846,0610.4621
4847,0610.4622
4848,0610.4623
4849,0610.4626
4850,0610.4639
4851,0610.464
4852,0610.4648
4853,0610.465
4854,0610.4650
4855,0610.4651
4856,0610.4652
4857,0610.4653
4858,0610.4660
4859,0610.4661
4860,0610.4662
4861,0610.4666
4862,0610.4667
4863,0610.4668
4864,0610.4670
4865,0610.4672
4866,0610.4673
4867,0610.4677
4868,0610.4691
4869,0610.4692
4870,0610.4693
4871,0610.4694
4872,0610.4695
4873,0610.4696
4874,0610.4697
4875,0610.4698
4876,0610.4699
4877,0610.470
4878,0610.4701
4879,0610.4703
4880,0610.4704
4881,0610.4705
4882,0610.471
4883,0610.472
4884,0610.473
4885,0610.4737
4886,0610.4739
4887,0610.474
4888,0610.4740
4889,0610.475
4890,0610.4758
4891,0610.476
4892,0610.4760
4893,0610.4762
4894,0610.477
4895,0610.4775
4896,0610.478
4897,0610.4781
4898,0610.479
4899,0610.4792
4900,0610.48
4901,0610.4802
4902,0610.4815
4903,0610.4816
4904,0610.482
4905,0610.483
4906,0610.4837
4907,0610.4843
4908,0610.4868
4909,0610.4907
4910,0610.4919
4911,0610.4920
4912,0610.494
4913,0610.4941
4914,0610.4950
4915,0610.4951
4916,0610.4965
4917,0610.4979
4918,0610.4996
4919,0610.50
4920,0610.5026
4921,0610.5029
4922,0610.5030
4923,0610.5031
4924,0610.5032
4925,0610.5033
4926,0610.5038
4927,0610.504
4928,0610.5040
4929,0610.5041
4930,0610.505
4931,0610.5050
4932,0610.5051
4933,0610.5052
4934,0610.5053
4935,0610.5069
4936,0610.5072
4937,0610.5075
4938,0610.5083
4939,0610.5085
4940,0610.5086
4941,0610.5088
4942,0610.5097
4943,0610.51
4944,0610.5124
4945,0610.5128
4946,0610.5129
4947,0610.5135
4948,0610.5141
4949,0610.5143
4950,0610.5148
4951,0610.5152
4952,0610.5153
4953,0610.5155
4954,0610.5156
4955,0610.5157
4956,0610.5179
4957,0610.5180
4958,0610.5181
4959,0610.5183
4960,0610.5184
4961,0610.5191
4962,0610.5193
4963,0610.5194
4964,0610.52
4965,0610.520
4966,0610.521
4967,0610.522
4968,0610.5228
4969,0610.5229
4970,0610.523
4971,0610.5230
4972,0610.5245
4973,0610.5249
4974,0610.525
4975,0610.5250
4976,0610.5257
4977,0610.5262
4978,0610.5270
4979,0610.5287
4980,0610.5288
4981,0610.5289
4982,0610.5290
4983,0610.5291
4984,0610.5292
4985,0610.5293
4986,0610.5294
4987,0610.5295
4988,0610.5296
4989,0610.5297
4990,0610.5298
4991,0610.5303
4992,0610.5305
4993,0610.5306
4994,0610.5316
4995,0610.5319
4996,0610.5320
4997,0610.5323
4998,0610.5325
4999,0610.5326
5000,0610.5327
5001,0610.5330
5002,0610.5331
5003,0610.5332
5004,0610.5334
5005,0610.5339
5006,0610.5358
5007,0610.5359
5008,0610.536
5009,0610.5360
5010,0610.5361
5011,0610.5362
5012,0610.5364
5013,0610.5370
5014,0610.5380
5015,0610.5387
5016,0610.5401
5017,0610.541
5018,0610.5411
5019,0610.5416
5020,0610.5435
5021,0610.5437
5022,0610.5438
5023,0610.5439
5024,0610.544
5025,0610.5440
5026,0610.5441
5027,0610.5442
5028,0610.5445
5029,0610.5446
5030,0610.5447
5031,0610.5458
5032,0610.5459
5033,0610.5460
5034,0610.5465
5035,0610.5478
5036,0610.5479
5037,0610.548
5038,0610.5481
5039,0610.5484
5040,0610.5485
5041,0610.5486
5042,0610.5487
5043,0610.5488
5044,0610.5489
5045,0610.549
5046,0610.5490
5047,0610.5495
5048,0610.5496
5049,0610.5497
5050,0610.5498
5051,0610.5528
5052,0610.5539
5053,0610.5540
5054,0610.5547
5055,0610.5548
5056,0610.5549
5057,0610.5550
5058,0610.5551
5059,0610.5552
5060,0610.5572
5061,0610.5573
5062,0610.5575
5063,0610.5577
5064,0610.5583
5065,0610.5597
5066,0610.5598
5067,0610.56
5068,0610.5605
5069,0610.5606
5070,0610.5607
5071,0610.5608
5072,0610.5611
5073,0610.5623
5074,0610.563
5075,0610.5634
5076,0610.5635
5077,0610.5636
5078,0610.5637
5079,0610.5640
5080,0610.5641
5081,0610.5644
5082,0610.5646
5083,0610.5652
5084,0610.5653
5085,0610.5658
5086,0610.5659
5087,0610.5677
5088,0610.5678
5089,0610.5713
5090,0610.5715
5091,0610.5716
5092,0610.5718
5093,0610.5719
5094,0610.572
5095,0610.5721
5096,0610.5722
5097,0610.5723
5098,0610.5747
5099,0610.5749
5100,0610.5754
5101,0610.576
5102,0610.5768
5103,0610.5778
5104,0610.5780
5105,0610.5781
5106,0610.5782
5107,0610.5783
5108,0610.5786
5109,0610.5789
5110,0610.5791
5111,0610.581
5112,0610.584
5113,0610.585
5114,0610.5853
5115,0610.5854
5116,0610.5857
5117,0610.586
5118,0610.5863
5119,0610.5871
5120,0610.5874
5121,0610.5876
5122,0610.5877
5123,0610.5878
5124,0610.5882
5125,0610.5884
5126,0610.5888
5127,0610.5889
5128,0610.5895
5129,0610.5923
5130,0610.5924
